id,course_id,student_id
1580,17,2669
1581,31,2680
1582,3,7532
1583,33,5248
1584,4,688
1585,87,8590
1586,86,4665
1587,51,6659
1588,7,2937
1589,78,8265
1590,1,6856
1591,46,9712
1592,51,3608
1593,82,1243
1594,27,1317
1595,79,628
1596,74,7680
1597,99,3978
1598,66,450
1599,40,8413
1600,17,3177
1601,11,4194
1602,91,517
1603,14,4958
1604,28,1396
1605,35,3878
1606,99,5734
1607,99,7943
1608,15,195
1609,40,9013
1610,83,1044
1611,65,2733
1612,7,7799
1613,93,4899
1614,71,4892
1615,83,6453
1616,44,6658
1617,85,5840
1618,96,8679
1619,69,1807
1620,52,963
1621,65,3839
1622,95,7287
1623,3,6013
1624,4,7663
1625,81,8018
1626,62,7540
1627,72,1652
1628,31,9958
1629,97,6830
1630,65,1056
1631,84,1223
1632,99,3848
1633,62,4744
1634,88,4309
1635,70,8007
1636,68,2288
1637,24,2804
1638,79,3483
1639,8,8451
1640,28,3385
1641,78,6935
1642,26,2274
1643,98,1186
1644,90,9287
1645,94,4606
1646,93,5532
1647,67,2310
1648,50,4608
1649,66,6023
1650,90,9684
1651,59,42
1652,80,3730
1653,89,101
1654,65,8154
1655,47,7596
1656,1,4189
1657,81,9911
1658,17,5062
1659,75,2778
1660,40,2815
1661,0,9680
1662,50,4462
1663,48,6560
1664,19,151
1665,90,9714
1666,30,8184
1667,64,5836
1668,89,9638
1669,62,8683
1670,32,5568
1671,63,8187
1672,38,456
1673,94,3102
1674,65,8646
1675,57,4232
1676,87,3775
1677,24,7081
1678,9,3602
1679,44,9929
1680,97,2093
1681,54,255
1682,55,3420
1683,19,5254
1684,94,4906
1685,91,5643
1686,66,4067
1687,26,7915
1688,80,5228
1689,7,4402
1690,96,5482
1691,78,3425
1692,59,2120
1693,4,1312
1694,74,5449
1695,75,7923
1696,39,6831
1697,14,4102
1698,15,3265
1699,17,9570
1700,70,4455
1701,50,331
1702,1,2481
1703,51,7239
1704,71,4324
1705,86,9943
1706,77,1283
1707,30,9646
1708,33,9257
1709,24,6133
1710,97,8988
1711,47,9144
1712,38,7056
1713,29,9483
1714,25,8851
1715,28,3589
1716,47,8269
1717,85,783
1718,49,5547
1719,6,2998
1720,69,8699
1721,30,1967
1722,6,7676
1723,79,1706
1724,93,3646
1725,41,815
1726,28,8869
1727,19,9675
1728,17,71
1729,51,1382
1730,83,6436
1731,17,795
1732,72,7855
1733,54,2937
1734,67,913
1735,59,7493
1736,72,9817
1737,17,3031
1738,89,3373
1739,41,6202
1740,60,565
1741,51,2906
1742,92,7701
1743,78,6478
1744,31,7068
1745,97,8944
1746,8,9404
1747,88,1218
1748,43,9907
1749,89,7861
1750,15,6781
1751,83,1486
1752,68,9822
1753,73,562
1754,64,8199
1755,28,8488
1756,31,9982
1757,94,3149
1758,26,3698
1759,88,863
1760,18,4624
1761,66,4475
1762,34,3840
1763,24,869
1764,4,3241
1765,9,6356
1766,62,6269
1767,68,1693
1768,35,7231
1769,17,4640
1770,25,3932
1771,26,1532
1772,60,8369
1773,28,5945
1774,49,6657
1775,93,2969
1776,94,1322
1777,14,4045
1778,61,7024
1779,69,6827
1780,50,6576
1781,75,4412
1782,32,9794
1783,12,4679
1784,61,8239
1785,47,7265
1786,59,2597
1787,4,3055
1788,64,7262
1789,84,5417
1790,3,3183
1791,82,6301
1792,34,7681
1793,9,2775
1794,52,1815
1795,10,2427
1796,85,6090
1797,45,960
1798,4,5053
1799,80,1904
1800,55,3604
1801,16,2157
1802,85,9019
1803,0,8759
1804,74,8255
1805,97,6951
1806,5,6000
1807,35,57
1808,55,3793
1809,18,187
1810,13,9721
1811,98,2204
1812,5,64
1813,98,1927
1814,9,2180
1815,57,9964
1816,13,2404
1817,50,5432
1818,29,2855
1819,16,3012
1820,73,7871
1821,82,114
1822,78,1756
1823,3,6994
1824,83,9318
1825,8,4417
1826,72,3377
1827,62,4636
1828,98,9894
1829,70,8970
1830,18,7163
1831,74,7862
1832,48,4684
1833,19,9880
1834,7,7069
1835,97,9653
1836,83,2029
1837,87,8344
1838,78,8583
1839,2,7515
1840,15,7576
1841,97,4887
1842,81,809
1843,58,831
1844,41,3625
1845,67,6535
1846,22,6419
1847,27,812
1848,15,2152
1849,5,8137
1850,9,4689
1851,17,3854
1852,78,7545
1853,71,3318
1854,40,2315
1855,80,7094
1856,62,6096
1857,53,9968
1858,94,7274
1859,68,1721
1860,32,9909
1861,93,6572
1862,55,2315
1863,37,3678
1864,74,1191
1865,33,4141
1866,6,1670
1867,28,1720
1868,62,5716
1869,32,8663
1870,25,5219
1871,30,7500
1872,92,7332
1873,4,9423
1874,42,6402
1875,30,7840
1876,49,3503
1877,21,8286
1878,30,978
1879,35,8161
1880,77,1875
1881,34,8872
1882,63,9182
1883,73,1515
1884,91,8275
1885,37,3535
1886,27,9910
1887,55,3336
1888,16,4324
1889,66,711
1890,22,7485
1891,76,7693
1892,39,1533
1893,83,1938
1894,66,6179
1895,5,4969
